objectid,event_type,hood_158_loc
89382,Person in Crisis,22
89383,Person in Crisis,65
89384,Person in Crisis,149
89385,Person in Crisis,134
89386,Suicide-related,21
89387,Person in Crisis,166
89388,Person in Crisis,166
89389,Suicide-related,18
89390,Suicide-related,124
89391,Person in Crisis,111
89392,Overdose,163
89393,Overdose,36
89394,Suicide-related,34
89395,Person in Crisis,85
89396,Person in Crisis,85
89397,Suicide-related,78
89398,Person in Crisis,169
89399,Suicide-related,22
89400,Person in Crisis,126
89401,Person in Crisis,73
89402,Person in Crisis,70
89403,Person in Crisis,164
89404,Person in Crisis,8
89405,Suicide-related,141
89406,Overdose,124
89407,Suicide-related,136
89408,Person in Crisis,109
89409,Person in Crisis,162
89410,Suicide-related,94
89411,Person in Crisis,162
89412,Person in Crisis,91
89413,Person in Crisis,100
89414,Person in Crisis,167
89415,Overdose,118
89416,Overdose,142
89417,Person in Crisis,169
89418,Person in Crisis,124
89419,Suicide-related,99
89420,Person in Crisis,1
89421,Suicide-related,37
89422,Person in Crisis,168
89423,Person in Crisis,2
89424,Overdose,69
89425,Person in Crisis,36
89426,Overdose,162
89427,Person in Crisis,162
89428,Suicide-related,169
89429,Person in Crisis,107
89430,Person in Crisis,107
89431,Person in Crisis,1
89432,Suicide-related,16
89433,Person in Crisis,46
89434,Suicide-related,57
89435,Person in Crisis,32
89436,Person in Crisis,78
89437,Person in Crisis,79
89438,Person in Crisis,89
89439,Suicide-related,150
89440,Overdose,78
89441,Suicide-related,173
89442,Overdose,20
89443,Person in Crisis,103
89444,Suicide-related,44
89445,Person in Crisis,129
89446,Overdose,85
89447,Person in Crisis,68
89448,Suicide-related,164
89449,Suicide-related,148
89450,Overdose,109
89451,Person in Crisis,12
89452,Person in Crisis,73
89453,Person in Crisis,83
89454,Person in Crisis,122
89455,Person in Crisis,126
89456,Person in Crisis,59
89457,Person in Crisis,78
89458,Person in Crisis,68
89459,Suicide-related,1
89460,Suicide-related,55
89461,Suicide-related,53
89462,Suicide-related,64
89463,Suicide-related,30
89464,Person in Crisis,92
89465,Person in Crisis,73
89466,Person in Crisis,85
89467,Person in Crisis,164
89468,Person in Crisis,36
89469,Person in Crisis,78
89470,Suicide-related,53
89471,Suicide-related,73
89472,Person in Crisis,79
89473,Person in Crisis,109
89474,Suicide-related,20
89475,Person in Crisis,16
89476,Person in Crisis,20
89477,Suicide-related,95
89478,Suicide-related,136
89479,Person in Crisis,164
89480,Overdose,171
89481,Overdose,20
89482,Person in Crisis,141
89483,Person in Crisis,74
89484,Person in Crisis,107
89485,Suicide-related,115
89486,Person in Crisis,99
89487,Person in Crisis,128
89488,Person in Crisis,170
89489,Person in Crisis,68
89490,Person in Crisis,81
89491,Suicide-related,59
89492,Suicide-related,11
89493,Person in Crisis,25
89494,Person in Crisis,9
89495,Suicide-related,135
89496,Suicide-related,85
89497,Suicide-related,23
89498,Suicide-related,79
89499,Person in Crisis,39
89500,Person in Crisis,113
89501,Person in Crisis,169
89502,Person in Crisis,25
89503,Person in Crisis,162
89504,Overdose,123
89505,Person in Crisis,108
89506,Person in Crisis,168
89507,Person in Crisis,73
89508,Person in Crisis,111
89509,Overdose,78
89510,Person in Crisis,12
89511,Suicide-related,53
89512,Person in Crisis,49
89513,Person in Crisis,158
89514,Person in Crisis,83
89515,Person in Crisis,162
89516,Suicide-related,47
89517,Person in Crisis,80
89518,Person in Crisis,122
89519,Person in Crisis,167
89520,Suicide-related,42
89521,Person in Crisis,6
89522,Suicide-related,53
89523,Suicide-related,6
89524,Person in Crisis,166
89525,Suicide-related,30
89526,Person in Crisis,56
89527,Person in Crisis,92
89528,Person in Crisis,158
89529,Suicide-related,33
89530,Suicide-related,78
89531,Person in Crisis,159
89532,Suicide-related,123
89533,Person in Crisis,164
89534,Person in Crisis,95
89535,Person in Crisis,99
89536,Person in Crisis,161
89537,Suicide-related,120
89538,Overdose,121
89539,Overdose,73
89540,Person in Crisis,79
89541,Person in Crisis,160
89542,Person in Crisis,83
89543,Overdose,170
89544,Overdose,54
89545,Person in Crisis,85
89546,Person in Crisis,154
89547,Person in Crisis,138
89548,Person in Crisis,124
89549,Suicide-related,36
89550,Suicide-related,108
89551,Person in Crisis,2
89552,Person in Crisis,154
89553,Person in Crisis,103
89554,Suicide-related,134
89555,Person in Crisis,85
89556,Person in Crisis,142
89557,Person in Crisis,170
89558,Person in Crisis,171
89559,Overdose,112
89560,Person in Crisis,136
89561,Person in Crisis,136
89562,Suicide-related,156
89563,Person in Crisis,85
89564,Person in Crisis,2
89565,Person in Crisis,162
89566,Overdose,143
89567,Person in Crisis,80
89568,Person in Crisis,94
89569,Suicide-related,143
89570,Suicide-related,87
89571,Suicide-related,166
89572,Suicide-related,57
89573,Suicide-related,37
89574,Person in Crisis,16
89575,Person in Crisis,162
89576,Person in Crisis,161
89577,Suicide-related,13
89578,Person in Crisis,85
89579,Suicide-related,83
89580,Person in Crisis,168
89581,Person in Crisis,63
89582,Suicide-related,69
89583,Suicide-related,134
89584,Person in Crisis,115
89585,Person in Crisis,53
89586,Suicide-related,54
89587,Overdose,166
89588,Person in Crisis,73
89589,Person in Crisis,89
89590,Person in Crisis,89
89591,Person in Crisis,141
89592,Person in Crisis,78
89593,Person in Crisis,95
89594,Person in Crisis,37
89595,Suicide-related,2
89596,Overdose,154
89597,Person in Crisis,71
89598,Suicide-related,150
89599,Overdose,72
89600,Person in Crisis,73
89601,Person in Crisis,79
89602,Person in Crisis,143
89603,Suicide-related,85
89604,Suicide-related,112
89605,Person in Crisis,120
89606,Overdose,169
89607,Suicide-related,59
89608,Suicide-related,122
89609,Suicide-related,68
89610,Overdose,169
89611,Person in Crisis,32
89612,Person in Crisis,107
89613,Overdose,1
89614,Person in Crisis,37
89615,Person in Crisis,144
89616,Person in Crisis,68
89617,Suicide-related,78
89618,Person in Crisis,9
89619,Person in Crisis,159
89620,Suicide-related,38
89621,Overdose,168
89622,Person in Crisis,169
89623,Overdose,53
89624,Person in Crisis,72
89625,Person in Crisis,167
89626,Person in Crisis,135
89627,Suicide-related,168
89628,Person in Crisis,52
89629,Person in Crisis,92
89630,Overdose,73
89631,Person in Crisis,170
89632,Suicide-related,44
89633,Suicide-related,16
89634,Suicide-related,170
89635,Overdose,160
89636,Suicide-related,97
89637,Overdose,113
89638,Suicide-related,124
89639,Person in Crisis,71
89640,Suicide-related,136
89641,Person in Crisis,167
89642,Person in Crisis,72
89643,Person in Crisis,35
89644,Person in Crisis,6
89645,Person in Crisis,90
89646,Person in Crisis,78
89647,Person in Crisis,78
89648,Suicide-related,92
89649,Person in Crisis,112
89650,Person in Crisis,128
89651,Person in Crisis,160
89652,Person in Crisis,136
89653,Person in Crisis,70
89654,Person in Crisis,167
89655,Person in Crisis,13
89656,Person in Crisis,31
89657,Suicide-related,89
89658,Person in Crisis,55
89659,Suicide-related,150
89660,Person in Crisis,162
89661,Person in Crisis,161
89662,Overdose,136
89663,Overdose,168
89664,Person in Crisis,170
89665,Person in Crisis,171
89666,Person in Crisis,160
89667,Person in Crisis,73
89668,Person in Crisis,144
89669,Suicide-related,44
89670,Person in Crisis,167
89671,Person in Crisis,43
89672,Person in Crisis,169
89673,Overdose,57
89674,Person in Crisis,168
89675,Person in Crisis,43
89676,Person in Crisis,134
89677,Person in Crisis,83
89678,Person in Crisis,65
89679,Person in Crisis,125
89680,Person in Crisis,64
89681,Person in Crisis,169
89682,Suicide-related,148
89683,Suicide-related,18
89684,Suicide-related,92
89685,Suicide-related,10
89686,Overdose,171
89687,Person in Crisis,154
89688,Person in Crisis,46
89689,Overdose,73
89690,Suicide-related,5
89691,Suicide-related,160
89692,Person in Crisis,24
89693,Suicide-related,95
89694,Person in Crisis,154
89695,Person in Crisis,138
89696,Suicide-related,136
89697,Person in Crisis,99
89698,Suicide-related,136
89699,Person in Crisis,157
89700,Person in Crisis,128
89701,Person in Crisis,171
89702,Person in Crisis,98
89703,Person in Crisis,170
89704,Person in Crisis,123
89705,Person in Crisis,170
89706,Suicide-related,53
89707,Person in Crisis,19
89708,Suicide-related,119
89709,Person in Crisis,172
89710,Person in Crisis,85
89711,Overdose,138
89712,Person in Crisis,85
89713,Suicide-related,125
89714,Person in Crisis,125
89715,Person in Crisis,109
89716,Person in Crisis,73
89717,Suicide-related,119
89718,Person in Crisis,68
89719,Suicide-related,27
89720,Suicide-related,85
89721,Person in Crisis,30
89722,Person in Crisis,85
89723,Suicide-related,39
89724,Overdose,161
89725,Person in Crisis,128
89726,Overdose,119
89727,Person in Crisis,167
89728,Suicide-related,40
89729,Person in Crisis,71
89730,Person in Crisis,39
89731,Person in Crisis,134
89732,Suicide-related,136
89733,Person in Crisis,168
89734,Person in Crisis,154
89735,Suicide-related,143
89736,Person in Crisis,1
89737,Person in Crisis,73
89738,Overdose,121
89739,Person in Crisis,36
89740,Person in Crisis,92
89741,Person in Crisis,16
89742,Overdose,24
89743,Person in Crisis,107
89744,Person in Crisis,79
89745,Person in Crisis,6
89746,Suicide-related,13
89747,Person in Crisis,2
89748,Person in Crisis,39
89749,Overdose,124
89750,Person in Crisis,156
89751,Person in Crisis,16
89752,Suicide-related,83
89753,Person in Crisis,139
89754,Person in Crisis,166
89755,Person in Crisis,170
89756,Person in Crisis,78
89757,Suicide-related,136
89758,Suicide-related,173
89759,Suicide-related,81
89760,Suicide-related,92
89761,Person in Crisis,174
89762,Person in Crisis,57
89763,Suicide-related,109
89764,Suicide-related,39
89765,Person in Crisis,136
89766,Suicide-related,56
89767,Person in Crisis,130
89768,Person in Crisis,67
89769,Person in Crisis,166
89770,Person in Crisis,91
89771,Overdose,57
89772,Person in Crisis,149
89773,Person in Crisis,168
89774,Suicide-related,13
89775,Person in Crisis,168
89776,Person in Crisis,57
89777,Overdose,164
89778,Person in Crisis,170
89779,Person in Crisis,154
89780,Person in Crisis,5
89781,Person in Crisis,136
89782,Person in Crisis,139
89783,Suicide-related,72
89784,Person in Crisis,74
89785,Person in Crisis,162
89786,Suicide-related,105
89787,Person in Crisis,168
89788,Person in Crisis,168
89789,Person in Crisis,124
89790,Suicide-related,97
89791,Person in Crisis,73
89792,Person in Crisis,156
89793,Suicide-related,112
89794,Person in Crisis,119
89795,Person in Crisis,69
89796,Person in Crisis,113
89797,Person in Crisis,169
89798,Suicide-related,27
89799,Person in Crisis,20
89800,Person in Crisis,37
89801,Suicide-related,167
89802,Overdose,150
89803,Person in Crisis,95
89804,Person in Crisis,92
89805,Person in Crisis,1
89806,Person in Crisis,95
89807,Person in Crisis,81
89808,Person in Crisis,164
89809,Suicide-related,61
89810,Person in Crisis,87
89811,Person in Crisis,170
89812,Person in Crisis,107
89813,Suicide-related,164
89814,Person in Crisis,78
89815,Person in Crisis,80
89816,Person in Crisis,170
89817,Person in Crisis,107
89818,Person in Crisis,85
89819,Person in Crisis,150
89820,Suicide-related,61
89821,Suicide-related,31
89822,Suicide-related,85
89823,Suicide-related,123
89824,Person in Crisis,86
89825,Suicide-related,43
89826,Person in Crisis,46
89827,Person in Crisis,122
89828,Person in Crisis,139
89829,Person in Crisis,170
89830,Overdose,86
89831,Person in Crisis,2
89832,Suicide-related,165
89833,Person in Crisis,83
89834,Person in Crisis,169
89835,Suicide-related,21
89836,Person in Crisis,23
89837,Person in Crisis,95
89838,Suicide-related,111
89839,Person in Crisis,174
89840,Person in Crisis,19
89841,Person in Crisis,85
89842,Suicide-related,103
89843,Person in Crisis,78
89844,Person in Crisis,61
89845,Overdose,78
89846,Suicide-related,118
89847,Person in Crisis,168
89848,Person in Crisis,36
89849,Person in Crisis,83
89850,Person in Crisis,165
89851,Person in Crisis,112
89852,Person in Crisis,98
89853,Person in Crisis,163
89854,Person in Crisis,73
89855,Person in Crisis,168
89856,Person in Crisis,168
89857,Person in Crisis,83
89858,Person in Crisis,164
89859,Suicide-related,90
89860,Suicide-related,71
89861,Person in Crisis,73
89862,Suicide-related,172
89863,Person in Crisis,9
89864,Person in Crisis,148
89865,Person in Crisis,5
89866,Person in Crisis,170
89867,Person in Crisis,54
89868,Person in Crisis,85
89869,Person in Crisis,113
89870,Person in Crisis,71
89871,Suicide-related,8
89872,Person in Crisis,18
89873,Person in Crisis,1
89874,Person in Crisis,1
89875,Person in Crisis,72
89876,Suicide-related,79
89877,Suicide-related,111
89878,Suicide-related,135
89879,Overdose,73
89880,Person in Crisis,52
89881,Suicide-related,145
89882,Person in Crisis,78
89883,Suicide-related,146
89884,Person in Crisis,124
89885,Suicide-related,18
89886,Person in Crisis,16
89887,Suicide-related,118
89888,Person in Crisis,154
89889,Suicide-related,161
89890,Person in Crisis,124
89891,Person in Crisis,2
89892,Person in Crisis,25
89893,Person in Crisis,81
89894,Person in Crisis,109
89895,Person in Crisis,162
89896,Person in Crisis,167
89897,Person in Crisis,170
89898,Person in Crisis,72
89899,Suicide-related,149
89900,Suicide-related,111
89901,Suicide-related,78
89902,Person in Crisis,83
89903,Overdose,79
89904,Person in Crisis,162
89905,Person in Crisis,81
89906,Overdose,38
89907,Person in Crisis,122
89908,Suicide-related,107
89909,Person in Crisis,61
89910,Person in Crisis,162
89911,Suicide-related,73
89912,Person in Crisis,78
89913,Person in Crisis,97
89914,Suicide-related,156
89915,Person in Crisis,157
89916,Person in Crisis,162
89917,Suicide-related,73
89918,Person in Crisis,53
89919,Person in Crisis,72
89920,Person in Crisis,1
89921,Person in Crisis,78
89922,Person in Crisis,85
89923,Person in Crisis,154
89924,Overdose,107
89925,Person in Crisis,85
89926,Person in Crisis,157
89927,Person in Crisis,135
89928,Person in Crisis,135
89929,Person in Crisis,31
89930,Person in Crisis,95
89931,Person in Crisis,92
89932,Suicide-related,124
89933,Suicide-related,81
89934,Person in Crisis,25
89935,Person in Crisis,164
89936,Person in Crisis,155
89937,Person in Crisis,62
89938,Person in Crisis,110
89939,Person in Crisis,174
89940,Suicide-related,170
89941,Overdose,73
89942,Suicide-related,174
89943,Person in Crisis,158
89944,Overdose,73
89945,Overdose,73
89946,Person in Crisis,164
89947,Person in Crisis,171
89948,Person in Crisis,35
89949,Person in Crisis,170
89950,Suicide-related,170
89951,Person in Crisis,100
89952,Person in Crisis,61
89953,Person in Crisis,168
89954,Person in Crisis,43
89955,Suicide-related,150
89956,Suicide-related,107
89957,Person in Crisis,87
89958,Person in Crisis,124
89959,Person in Crisis,154
89960,Person in Crisis,64
89961,Person in Crisis,73
89962,Suicide-related,161
89963,Suicide-related,19
89964,Suicide-related,28
89965,Suicide-related,171
89966,Person in Crisis,148
89967,Suicide-related,110
89968,Person in Crisis,78
89969,Suicide-related,163
89970,Person in Crisis,22
89971,Suicide-related,85
89972,Overdose,73
89973,Overdose,80
89974,Person in Crisis,167
89975,Person in Crisis,1
89976,Person in Crisis,95
89977,Person in Crisis,124
89978,Overdose,136
89979,Person in Crisis,37
89980,Person in Crisis,162
89981,Suicide-related,85
89982,Person in Crisis,80
89983,Suicide-related,32
89984,Person in Crisis,162
89985,Suicide-related,126
89986,Suicide-related,65
89987,Person in Crisis,167
89988,Overdose,73
89989,Person in Crisis,73
89990,Person in Crisis,167
89991,Person in Crisis,173
89992,Suicide-related,30
89993,Person in Crisis,50
89994,Overdose,19
89995,Overdose,68
89996,Person in Crisis,83
89997,Person in Crisis,68
89998,Suicide-related,143
89999,Person in Crisis,107
90000,Overdose,168
90001,Person in Crisis,122
90002,Overdose,86
90003,Suicide-related,30
90004,Person in Crisis,95
90005,Person in Crisis,169
90006,Person in Crisis,161
90007,Overdose,62
90008,Overdose,170
90009,Person in Crisis,118
90010,Overdose,153
90011,Person in Crisis,160
90012,Person in Crisis,62
90013,Person in Crisis,27
90014,Person in Crisis,38
90015,Person in Crisis,95
90016,Overdose,170
90017,Suicide-related,170
90018,Overdose,168
90019,Person in Crisis,96
90020,Person in Crisis,107
90021,Overdose,153
90022,Person in Crisis,170
90023,Overdose,34
90024,Person in Crisis,5
90025,Suicide-related,86
90026,Suicide-related,1
90027,Overdose,87
90028,Person in Crisis,55
90029,Suicide-related,70
90030,Person in Crisis,168
90031,Suicide-related,155
90032,Person in Crisis,165
90033,Suicide-related,150
90034,Person in Crisis,150
90035,Overdose,119
90036,Person in Crisis,32
